Location Name,Location Type,Value Category,Value Name,Secondary Value Name,METRIC
"Pittsburgh, PA Metro Area",,Organizations 2017,Religious,,0.27
"Pittsburgh, PA Metro Area",,Organizations 2017,Social or community service,,0.32
"Pittsburgh, PA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.23
"Pittsburgh, PA Metro Area",,Organizations 2017,Other,,0.01
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteer Rate,2017,,0.44
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,0.53
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.35
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Race - Rates (2017),White,,0.45
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.46
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.40
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.48
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.46
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Generations 2017,Millennials,,0.45
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Generations 2017,Gen X,,0.50
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Generations 2017,Boomers,,0.43
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.03
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,Educational or youth service,,0.13
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,Environmental or animal care,,0.05
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,Hospital or other health,,0.03
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,Public safety,,0.01
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,Religious,,0.19
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,Social or community service,,0.30
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.24
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,Organizations 2017,Other,,0.01
"Providence-Warwick, RI-MA Metro Area",,Volunteer Rate,2017,,0.30
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,0.36
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,0.35
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,0.29
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.24
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Race - Rates (2017),White,,0.31
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.31
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.27
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.32
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.30
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Generations 2017,Millennials,,0.26
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Generations 2017,Gen X,,0.34
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Generations 2017,Boomers,,0.29
"Providence-Warwick, RI-MA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,0.25
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.05
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,Educational or youth service,,0.11
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,Environmental or animal care,,0.05
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,Hospital or other health,,0.07
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,Public safety,,0.01
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,Religious,,0.20
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,Social or community service,,0.21
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.30
"Providence-Warwick, RI-MA Metro Area",,Organizations 2017,Other,,0.01
"Raleigh, NC Metro Area",,Volunteer Rate,2017,,0.38
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Raleigh, NC Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Raleigh, NC Metro Area",,Volunteering by Race - Rates (2017),White,,0.40
"Raleigh, NC Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Raleigh, NC Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Raleigh, NC Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.39
"Raleigh, NC Metro Area",,Volunteering by Gender - Rates (2017),Male,,
"Raleigh, NC Metro Area",,Volunteering by Gender - Rates (2017),Female,,
"Raleigh, NC Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Raleigh, NC Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.39
"Raleigh, NC Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Raleigh, NC Metro Area",,Volunteering by Generations 2017,Millennials,,
"Raleigh, NC Metro Area",,Volunteering by Generations 2017,Gen X,,
"Raleigh, NC Metro Area",,Volunteering by Generations 2017,Boomers,,
"Raleigh, NC Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Raleigh, NC Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"Raleigh, NC Metro Area",,Organizations 2017,Educational or youth service,,
"Raleigh, NC Metro Area",,Organizations 2017,Environmental or animal care,,
"Raleigh, NC Metro Area",,Organizations 2017,Hospital or other health,,
"Raleigh, NC Metro Area",,Organizations 2017,Public safety,,
"Raleigh, NC Metro Area",,Organizations 2017,Religious,,
"Raleigh, NC Metro Area",,Organizations 2017,Social or community service,,
"Raleigh, NC Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"Raleigh, NC Metro Area",,Organizations 2017,Other,,
"Richmond, VA Metro Area",,Volunteer Rate,2017,,0.26
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Richmond, VA Metro Area",,Volunteering by Race - Rates (2017),White,,0.27
"Richmond, VA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Richmond, VA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Richmond, VA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.27
"Richmond, VA Metro Area",,Volunteering by Gender - Rates (2017),Male,,
"Richmond, VA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.28
"Richmond, VA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Richmond, VA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.27
"Richmond, VA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Richmond, VA Metro Area",,Volunteering by Generations 2017,Millennials,,
"Richmond, VA Metro Area",,Volunteering by Generations 2017,Gen X,,
"Richmond, VA Metro Area",,Volunteering by Generations 2017,Boomers,,
"Richmond, VA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Richmond, VA Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"Richmond, VA Metro Area",,Organizations 2017,Educational or youth service,,
"Richmond, VA Metro Area",,Organizations 2017,Environmental or animal care,,
"Richmond, VA Metro Area",,Organizations 2017,Hospital or other health,,
"Richmond, VA Metro Area",,Organizations 2017,Public safety,,
"Richmond, VA Metro Area",,Organizations 2017,Religious,,
"Richmond, VA Metro Area",,Organizations 2017,Social or community service,,
"Richmond, VA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"Richmond, VA Metro Area",,Organizations 2017,Other,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteer Rate,2017,,0.25
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,0.24
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,0.32
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,0.21
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,0.30
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Race - Rates (2017),White,,0.24
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,0.16
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.33
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.22
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.27
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.24
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Generations 2017,Millennials,,0.21
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Generations 2017,Gen X,,0.27
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Generations 2017,Boomers,,0.31
"Riverside-San Bernardino-Ontario, CA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.02
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,Educational or youth service,,0.28
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,Environmental or animal care,,0.02
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,Hospital or other health,,0.02
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,Public safety,,0.00
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,Religious,,0.27
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,Social or community service,,0.17
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.20
"Riverside-San Bernardino-Ontario, CA Metro Area",,Organizations 2017,Other,,0.01
"Rochester, NY Metro Area",,Volunteer Rate,2017,,0.46
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Rochester, NY Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Rochester, NY Metro Area",,Volunteering by Race - Rates (2017),White,,0.48
"Rochester, NY Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Rochester, NY Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Rochester, NY Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.46
"Rochester, NY Metro Area",,Volunteering by Gender - Rates (2017),Male,,
"Rochester, NY Metro Area",,Volunteering by Gender - Rates (2017),Female,,
"Rochester, NY Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Rochester, NY Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.47
"Rochester, NY Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Rochester, NY Metro Area",,Volunteering by Generations 2017,Millennials,,
"Rochester, NY Metro Area",,Volunteering by Generations 2017,Gen X,,
"Rochester, NY Metro Area",,Volunteering by Generations 2017,Boomers,,
"Rochester, NY Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Rochester, NY Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"Rochester, NY Metro Area",,Organizations 2017,Educational or youth service,,
"Rochester, NY Metro Area",,Organizations 2017,Environmental or animal care,,
"Rochester, NY Metro Area",,Organizations 2017,Hospital or other health,,
"Rochester, NY Metro Area",,Organizations 2017,Public safety,,
"Rochester, NY Metro Area",,Organizations 2017,Religious,,
"Rochester, NY Metro Area",,Organizations 2017,Social or community service,,
"Rochester, NY Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"Rochester, NY Metro Area",,Organizations 2017,Other,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteer Rate,2017,,0.26
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Race - Rates (2017),White,,0.28
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.24
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.23
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.28
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.25
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Generations 2017,Millennials,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Generations 2017,Gen X,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Generations 2017,Boomers,,0.30
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,Educational or youth service,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,Environmental or animal care,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,Hospital or other health,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,Public safety,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,Religious,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,Social or community service,,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",,Organizations 2017,Other,,
"Salt Lake City, UT Metro Area",,Volunteer Rate,2017,,0.45
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Salt Lake City, UT Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Salt Lake City, UT Metro Area",,Volunteering by Race - Rates (2017),White,,0.47
"Salt Lake City, UT Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Salt Lake City, UT Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Salt Lake City, UT Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.47
"Salt Lake City, UT Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.39
"Salt Lake City, UT Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.50
"Salt Lake City, UT Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Salt Lake City, UT Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.46
"Salt Lake City, UT Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Salt Lake City, UT Metro Area",,Volunteering by Generations 2017,Millennials,,
"Salt Lake City, UT Metro Area",,Volunteering by Generations 2017,Gen X,,0.48
"Salt Lake City, UT Metro Area",,Volunteering by Generations 2017,Boomers,,
"Salt Lake City, UT Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Salt Lake City, UT Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.01
"Salt Lake City, UT Metro Area",,Organizations 2017,Educational or youth service,,0.08
"Salt Lake City, UT Metro Area",,Organizations 2017,Environmental or animal care,,0.02
"Salt Lake City, UT Metro Area",,Organizations 2017,Hospital or other health,,0.03
"Salt Lake City, UT Metro Area",,Organizations 2017,Public safety,,
"Salt Lake City, UT Metro Area",,Organizations 2017,Religious,,0.30
"Salt Lake City, UT Metro Area",,Organizations 2017,Social or community service,,0.24
"Salt Lake City, UT Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.29
"Salt Lake City, UT Metro Area",,Organizations 2017,Other,,0.03
"San Antonio-New Braunfels, TX Metro Area",,Volunteer Rate,2017,,0.25
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Race - Rates (2017),White,,0.25
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Race - Rates (2017),Black,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,0.20
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.32
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.20
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.29
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.25
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Generations 2017,Gen Z,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Generations 2017,Millennials,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Generations 2017,Gen X,,
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Generations 2017,Boomers,,0.26
"San Antonio-New Braunfels, TX Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,Educational or youth service,,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,Environmental or animal care,,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,Hospital or other health,,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,Public safety,,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,Religious,,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,Social or community service,,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"San Antonio-New Braunfels, TX Metro Area",,Organizations 2017,Other,,
"San Diego-Carlsbad, CA Metro Area",,Volunteer Rate,2017,,0.25
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.23
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Race - Rates (2017),White,,0.24
